MUNIC_CODE7,MUNIC_CODE6,FU,FU_NAME,LONG,LAT,OBSERVED,EXPECTED,RR_PREV,HDI,HDI_educ,HDI_long,HDI_inc,GeoSES,GeoSESed,GeoSESpv,GeoSESdp,GeoSESwl,GeoSESin,GeoSESsg
1100015,110001,11,RONDONIA,"-61,999824","-11,93554",308,"369,7893997","0,832889","0,641","0,526","0,763","0,657","-0,46844","71,44755","48,08146","7,260275","0,144285","1601,553","0,085033"
1100023,110002,11,RONDONIA,"-63,033269","-9,908463",1429,"1230,234092","1,161644","0,702","0,6","0,806","0,716","-0,2712","61,95579","31,0389","14,75075","0,766355","2468,157","0,07809"
1100031,110003,11,RONDONIA,"-60,544314","-13,499763",65,"105,6435341","0,615268","0,65","0,559","0,757","0,65","-0,40156","71,4306","48,09059","14,59798","0,622587","1534,031","0,104102"
1100049,110004,11,RONDONIA,"-61,442944","-11,433865",1084,"1144,89565","0,946792","0,718","0,62","0,821","0,727","-0,23797","62,18529","32,041","13,86032","0,875472","2434,805","0,095301"
1100056,110005,11,RONDONIA,"-60,818426","-13,195033",235,"266,589504","0,881496","0,692","0,602","0,799","0,688","-0,33329","65,86806","37,00084","13,94824","0,607278","1878,493","0,116418"
1100064,110006,11,RONDONIA,"-60,555067","-13,130564",216,"302,6150955","0,713757","0,685","0,584","0,814","0,676","-0,38669","65,86222","40,25766","12,25385","0,319957","1688,813","0,095623"
1100072,110007,11,RONDONIA,"-60,948701","-12,99752",83,"133,5230891","0,621605","0,613","0,473","0,774","0,63","-0,49425","74,95567","46,43678","8,34991","0,359824","1390,827","0,057823"
1100080,110008,11,RONDONIA,"-64,231654","-12,436014",155,"175,2344702","0,884523","0,611","0,493","0,751","0,616","-0,592","74,47021","57,29149","7,39156",0,"1317,194","0,058248"
1100098,110009,11,RONDONIA,"-61,020173","-11,528555",381,"415,3223714","0,917349","0,672","0,536","0,819","0,691","-0,36479","69,33499","37,53953","9,258858","0,454897","1929,003","0,094246"
1100106,110010,11,RONDONIA,"-65,323952","-10,773884",522,"533,8800285","0,977744","0,657","0,519","0,823","0,663","-0,48542","67,24732","46,06689","9,95017","0,517259","1844,783","0,042384"
1100114,110011,11,RONDONIA,"-62,476231","-10,435949",642,"732,398855","0,876545","0,689","0,577","0,825","0,687","-0,38361","67,308","34,18358","10,93607","0,276963","1914,271","0,073185"
1100122,110012,11,RONDONIA,"-61,945095","-10,882051",1689,"1652,698058","1,021978","0,714","0,617","0,81","0,728","-0,22442","59,44504","28,64036","16,21278","1,038598","2411,825","0,085148"
1100130,110013,11,RONDONIA,"-61,999593","-9,425562",423,"443,830772","0,953059","0,596","0,446","0,755","0,629","-0,55679","77,00139","52,8879","8,204106","0,14348","1387,286","0,040386"
1100148,110014,11,RONDONIA,"-62,30823","-11,721325",225,"300,8453138","0,747874","0,643","0,524","0,763","0,664","-0,44368","71,5234","48,21192","7,811031","0,16893","1938,942","0,074635"
1100155,110015,11,RONDONIA,"-62,261055","-10,723574",505,"555,9707544","0,908306","0,682","0,569","0,812","0,687","-0,34541","67,24363","31,84067","12,43802","0,756665","1974,867","0,075791"
1100189,110018,11,RONDONIA,"-61,183666","-11,677537",496,"481,4324366","1,030264","0,71","0,613","0,803","0,726","-0,28048","62,1385","26,81871","15,39817","0,110416","2560,196","0,086747"
1100205,110020,11,RONDONIA,"-63,831446","-8,768892",6632,"5599,805375","1,184734","0,736","0,638","0,819","0,764","-0,10745","54,66056","25,27988","25,76926","1,425152","3369,488","0,070639"
1100254,110025,11,RONDONIA,"-61,909439","-11,173205",275,"356,7104298","0,770913","0,664","0,55","0,792","0,671","-0,4147","69,77995","41,12002","11,39034","0,348917","1866,111","0,089323"
1100262,110026,11,RONDONIA,"-62,90001","-9,705537",38,"51,91358347","0,731982","0,643","0,513","0,813","0,637","-0,48345","73,30107","54,23523","15,98389",0,"1521,565","0,075693"
1100288,110028,11,RONDONIA,"-61,785781","-11,722259",677,"728,7715066","0,928945","0,7","0,598","0,808","0,709","-0,30142","63,52719","33,38907","13,375","0,619678","2172,721","0,090163"
1100296,110029,11,RONDONIA,"-61,773305","-11,908423",93,"139,4118357","0,667078","0,67","0,564","0,812","0,657","-0,4444","67,95305","41,18","9,601261",0,"1568,904","0,063113"
1100304,110030,11,RONDONIA,"-60,138584","-12,741373",1203,"1045,000474","1,151256","0,731","0,659","0,808","0,734","-0,16627","58,34312","23,44496","21,90098","1,075079","2603,947","0,105153"
1100320,110032,11,RONDONIA,"-62,720063","-11,69949",276,"305,3974418","0,903732","0,646","0,537","0,781","0,644","-0,53099","73,09109","54,30815","8,50963",0,"1446,207","0,074915"
1100338,110033,11,RONDONIA,"-65,329149","-10,411771",356,"293,6233162","1,212463","0,587","0,424","0,769","0,619","-0,57271","79,14623","54,25593","9,019691","0,155614","1427,846","0,052209"
1100346,110034,11,RONDONIA,"-62,277275","-11,34413",197,"260,0400648","0,75756","0,643","0,534","0,763","0,654","-0,46728","70,76825","45,35025","6,859978","0,154684","1655,169","0,07496"
1100379,110037,11,RONDONIA,"-61,853077","-12,131777",126,"181,9086634","0,692642","0,592","0,443","0,777","0,603","-0,5772","78,46409","56,12392","7,063614","0,169113","1205,213","0,061422"
1100403,110040,11,RONDONIA,"-63,317629","-9,716667",219,"249,2840793","0,878507","0,625","0,457","0,804","0,664","-0,48504","77,16461","44,63958","8,992403","0,301701","1733,691","0,062552"
1100452,110045,11,RONDONIA,"-63,829679","-10,209805",446,"429,4607183","1,038517","0,616","0,479","0,751","0,65","-0,47875","74,43735","42,95978","8,327499","0,234706","1552,417","0,075458"
1100502,110050,11,RONDONIA,"-61,994388","-11,709743",101,"165,8106799","0,609115","0,634","0,527","0,799","0,606","-0,51273","72,25609","56,30046","8,152515","0,361011","1199,391","0,079112"
1100601,110060,11,RONDONIA,"-62,90319","-10,338873",71,"88,66045146","0,800803","0,646","0,506","0,801","0,664","-0,47159","75,67726","45,60521","10,31493","0,26814","1694,111","0,058923"
1100700,110070,11,RONDONIA,"-63,624991","-10,568416",131,"175,0374272","0,7484","0,593","0,404","0,772","0,667","-0,55237","79,64944","54,92682","5,161285",0,"1661,504","0,042978"
1100809,110080,11,RONDONIA,"-63,70002","-8,785021",399,"269,4416873","1,480904","0,649","0,512","0,819","0,652","-0,46066","70,33054","39,55007","14,48461","0,414375","1864,484","0,05345"
1100908,110090,11,RONDONIA,"-61,949161","-11,426842",44,"61,62702678","0,713968","0,658","0,547","0,803","0,65","-0,41076","70,04621","41,8583","10,62434","0,22916","1524,301","0,090952"
1100924,110092,11,RONDONIA,"-60,901848","-12,556841",106,"111,3025468","0,952357","0,652","0,514","0,82","0,659","-0,44805","72,58108","38,66757","13,29983","0,139656","1730,156","0,071077"
1100940,110094,11,RONDONIA,"-62,587175","-9,378193",153,"203,421632","0,75212","0,612","0,439","0,789","0,663","-0,50055","77,52677","41,22399","5,645738","0,206674","1777,081","0,06057"
1101005,110100,11,RONDONIA,"-62,740458","-10,612072",110,"158,4763208","0,694099","0,596","0,444","0,762","0,627","-0,56586","77,6209","55,29564","5,481713","0,178205","1335,607","0,055568"
1101104,110110,11,RONDONIA,"-63,182337","-9,191872",128,"122,5860486","1,044166","0,614","0,488","0,751","0,633","-0,56673","76,0049","45,95591","10,04559",0,"1472,757","0,04789"
1101203,110120,11,RONDONIA,"-61,518922","-11,196238",122,"150,5703353","0,810245","0,638","0,518","0,776","0,647","-0,42968","70,99128","49,56189","7,701281","0,363829","1621,381","0,089923"
1101302,110130,11,RONDONIA,"-62,669427","-11,045609",140,"177,4137122","0,789106","0,643","0,494","0,8","0,673","-0,4964","74,99511","48,94929","5,552139","0,050153","1899,257","0,075895"
1101401,110140,11,RONDONIA,"-63,295559","-10,263098",177,"207,499896","0,853004","0,607","0,454","0,762","0,645","-0,45558","76,33749","43,69525","10,31088","0,519304","1592,601","0,081574"
1101435,110143,11,RONDONIA,"-62,555089","-10,915532",67,"110,557591","0,60601","0,587","0,442","0,753","0,608","-0,54575","78,13796","53,42885","5,389311","0,179685","1310,436","0,065334"
1101450,110145,11,RONDONIA,"-61,597998","-12,179827",46,"70,61053441","0,651456","0,617","0,485","0,8","0,604","-0,54794","75,84003","58,33011","8,007458","0,170585","1241,46","0,067027"
1101468,110146,11,RONDONIA,"-61,044379","-13,476562",30,"34,10116725","0,879734","0,665","0,545","0,816","0,662","-0,46798","68,68971","38,86297","12,0617","0,32445","1695,087","0,041627"
1101476,110147,11,RONDONIA,"-61,316546","-11,825707",49,"57,51289608","0,85198","0,641","0,512","0,799","0,645","-0,50744","75,51988","47,39445","11,16057",0,"1479,952","0,075793"
1101484,110148,11,RONDONIA,"-61,512508","-11,914389",58,"100,8699378","0,57499","0,649","0,571","0,78","0,615","-0,48849","71,27608","50,28329","7,785125",0,"1266,53","0,073183"
1101492,110149,11,RONDONIA,"-63,570865","-12,063798",204,"217,2937087","0,938817","0,611","0,462","0,751","0,657","-0,4987","74,51622","48,91257","9,278865","0,085651","1618,532","0,079062"
1101500,110150,11,RONDONIA,"-63,038761","-11,767117",140,"163,5625388","0,855935","0,598","0,427","0,779","0,644","-0,55253","78,02326","60,44129","5,311053",0,"1623,423","0,069379"
1101559,110155,11,RONDONIA,"-62,255922","-10,932169",48,"77,35473182","0,620512","0,643","0,498","0,818","0,653","-0,44309","75,06723","34,15351","5,575097","0,276395","1637,925","0,062288"
1101609,110160,11,RONDONIA,"-62,345146","-10,248731",104,"162,9813772","0,638097","0,589","0,434","0,757","0,622","-0,55863","79,19896","55,64597","6,515277",0,"1246,623","0,067938"
1101708,110170,11,RONDONIA,"-62,370632","-11,128545",139,"207,4513778","0,670021","0,609","0,471","0,772","0,621","-0,54354","76,6403","51,79569","5,938579","0,182159","1269,922","0,054709"
1101757,110175,11,RONDONIA,"-62,176823","-9,851393",88,"142,0967417","0,619285","0,584","0,421","0,756","0,626","-0,58313","77,62471","57,83219","7,670806",0,"1340,628","0,049597"
1101807,110180,11,RONDONIA,"-62,13439","-10,431053",77,"128,2388132","0,600432","0,627","0,485","0,792","0,641","-0,5209","74,23009","56,32232","7,610992",0,"1462,669","0,066931"
1200013,120001,12,ACRE,"-67,052317","-10,073794",129,"164,784801","0,78283","0,604","0,466","0,808","0,584","-0,62644","75,60852","65,20747","10,37706",0,"1097,846","0,048161"
1200054,120005,12,ACRE,"-69,563459","-10,942866",77,"70,850713","1,086794","0,588","0,456","0,77","0,578","-0,68193","72,88849","66,69231","7,297633","0,182434","1098,29","0,042949"
1200104,120010,12,ACRE,"-68,747943","-11,016411",265,"278,9914509","0,949845","0,614","0,485","0,77","0,619","-0,61073","73,48739","62,65159","12,25503","0,205383","1236,792","0,051404"
1200138,120013,12,ACRE,"-67,951859","-9,82002",149,"113,3744817","1,314244","0,589","0,439","0,772","0,603","-0,66371","77,38422","64,18297","10,61515","0,108886","1274,456","0,047838"
1200179,120017,12,ACRE,"-67,673508","-10,569768",108,"115,2120304","0,9374","0,575","0,398","0,794","0,601","-0,68789","80,7857","60,03272","10,94449","0,087753","1324,693","0,027648"
1200203,120020,12,ACRE,"-72,672531","-7,63069",908,"876,2618265","1,036231","0,664","0,582","0,776","0,648","-0,54198","68,45966","57,61486","7,538677","0,645752","1786,791","0,049459"
1200252,120025,12,ACRE,"-68,744868","-11,02824",151,"193,3934011","0,780781","0,653","0,553","0,771","0,654","-0,53931","69,35126","54,17834","11,43768","0,200827","1727,354","0,055493"
1200302,120030,12,ACRE,"-70,353984","-8,160248",333,"337,6346465","0,986272","0,539","0,388","0,723","0,559","-0,79657","82,17084","75,88547","2,946951","0,282134","1106,754","0,060096"
1200328,120032,12,ACRE,"-71,950875","-9,193358",37,"49,61555285","0,745731","0,469","0,283","0,731","0,499","-0,93305","88,00404","81,96297","0,217922",0,"821,6956","0,029764"
1200336,120033,12,ACRE,"-72,916501","-7,593223",173,"169,1173269","1,02296","0,625","0,546","0,77","0,58","-0,68588","71,65737","69,11047","3,747149","0,151538","1321,304","0,027723"
1200344,120034,12,ACRE,"-69,259945","-8,836318",100,"86,03075008","1,16238","0,551","0,373","0,767","0,586","-0,77295","80,79493","65,03829","4,018961","0,101587","1259,232","0,024316"
1200351,120035,12,ACRE,"-72,790266","-8,953591",91,"120,2412381","0,756805","0,501","0,361","0,726","0,479","-0,92162","86,41711","82,95139","0,181811",0,"850,3198","0,037325"
1200385,120038,12,ACRE,"-67,18826","-10,335133",198,"231,0860199","0,856814","0,622","0,517","0,786","0,593","-0,65464","73,50845","64,05437","9,185808","0,284766","1129,594","0,035404"
1200393,120039,12,ACRE,"-72,742334","-8,266666",60,"76,57351835","0,783556","0,532","0,397","0,726","0,521","-0,88329","84,70248","76,75987",0,0,"1125,111","0,031591"
1200401,120040,12,ACRE,"-67,810529","-9,978299",4923,"4169,092311","1,181129","0,727","0,661","0,798","0,729","-0,25783","56,27671","38,48851","21,69158","1,182862","2647,927","0,063109"
1200427,120042,12,ACRE,"-72,647855","-7,733602",106,"144,8962122","0,731549","0,567","0,477","0,736","0,518","-0,80448","79,75089","80,65867","2,14798","0,293854","835,8105","0,033799"
1200435,120043,12,ACRE,"-70,486497","-9,443407",38,"39,97296513","0,950642","0,517","0,34","0,781","0,519","-0,85189","83,47669","79,36132","1,049073","0,123348","912,7554","0,039257"
1200450,120045,12,ACRE,"-67,743172","-10,148174",242,"266,5104951","0,908024","0,64","0,513","0,786","0,649","-0,55754","72,48218","49,67358","12,40485","0,406224","1675,351","0,031284"
1200500,120050,12,ACRE,"-68,655684","-9,06534",416,"442,2514798","0,940633","0,603","0,456","0,81","0,593","-0,68751","75,94435","59,57475","5,121871","0,282191","1424,449","0,024389"
1200609,120060,12,ACRE,"-70,755501","-8,155669",377,"364,2117257","1,035117","0,539","0,392","0,72","0,554","-0,77864","80,78439","73,04192","1,774644","0,475165","1134,709","0,058227"
1200708,120070,12,ACRE,"-68,506295","-10,652072",186,"210,4214093","0,883933","0,599","0,448","0,773","0,621","-0,68166","75,32137","59,62062","7,841558","0,122935","1301,626","0,029648"
1200807,120080,12,ACRE,"-67,54059","-9,600858",212,"200,3847336","1,057969","0,576","0,418","0,771","0,593","-0,6899","79,4072","66,93307","8,41279","0,125243","1235,809","0,043258"
1300029,130002,13,AMAZONAS,"-64,813535","-3,216584",90,"138,0835721","0,651769","0,527","0,377","0,778","0,499","-0,8661","83,22978","81,8706","0,911621",0,"991,4977","0,032994"
1300060,130006,13,AMAZONAS,"-68,209615","-3,366805",70,"99,0748167","0,70653","0,56","0,455","0,773","0,499","-0,87891","78,41047","84,71874","0,241634",0,"902,6461","0,0107"
1300086,130008,13,AMAZONAS,"-61,405903","-3,57637",57,"111,2671973","0,512271","0,594","0,526","0,741","0,537","-0,7487","70,36895","71,01198",0,"0,776263","1309,522","0,018225"
1300102,130010,13,AMAZONAS,"-61,658955","-3,745386",107,"175,0116651","0,611374","0,561","0,433","0,757","0,54","-0,75091","77,17712","74,95893","0,613732","0,734385","1237,517","0,046038"
1300144,130014,13,AMAZONAS,"-59,885666","-7,19787",184,"237,8943757","0,773439","0,637","0,54","0,772","0,621","-0,54647","73,12782","58,11759","5,164879","0,129448","1501,052","0,072269"
1300201,130020,13,AMAZONAS,"-70,187989","-4,366157",114,"146,6807038","0,77719","0,45","0,259","0,733","0,481","-0,89769","86,86806","83,49572","0,389852",0,"824,461","0,026982"
1300300,130030,13,AMAZONAS,"-59,133567","-3,578664",300,"374,8815158","0,800233","0,577","0,446","0,799","0,539","-0,81251","78,6505","74,17662","2,537268","0,139081","1086,113","0,020736"
1300409,130040,13,AMAZONAS,"-62,92567","-0,972801",149,"309,4532167","0,481469","0,5","0,315","0,728","0,545","-0,84186","81,90919","79,74579","1,213799","0,186531","967,5636","0,040023"
1300508,130050,13,AMAZONAS,"-57,06775","-2,79815",235,"289,9510665","0,810467","0,574","0,522","0,774","0,469","-0,86393","75,06178","84,08637","0,210449","0,172244","784,3689","0,019016"
1300607,130060,13,AMAZONAS,"-70,027348","-4,374989",285,"339,2939269","0,839965","0,574","0,471","0,763","0,526","-0,7359","77,25759","78,42553","0,534354","0,698647","1186,247","0,015436"
1300631,130063,13,AMAZONAS,"-61,371571","-3,894513",99,"162,6410912","0,608689","0,506","0,346","0,731","0,512","-0,90112","86,54532","78,9717","0,325933",0,"1028,417","0,021495"
1300680,130068,13,AMAZONAS,"-57,587707","-2,971727",125,"158,8730292","0,786783","0,565","0,484","0,75","0,496","-0,83269","77,12838","81,82087","0,938555","0,204087","997,0975","0,020037"
1300706,130070,13,AMAZONAS,"-67,399578","-8,751243",345,"368,5156426","0,936181","0,588","0,455","0,777","0,576","-0,74388","77,32279","72,46284","3,888312","0,483702","1180,442","0,045399"
1300805,130080,13,AMAZONAS,"-59,594559","-4,39062",231,"374,1250803","0,617411","0,56","0,425","0,776","0,532","-0,80874","79,55601","76,18383","0,421442","0,12284","1255,941","0,029534"
1300839,130083,13,AMAZONAS,"-61,211334","-3,330093",55,"123,1094028","0,446747","0,569","0,436","0,775","0,544","-0,7894","79,19824","72,71678","0,858621","0,464086","1165,638","0,032926"
1300904,130090,13,AMAZONAS,"-64,394231","-6,529106",96,"165,0791324","0,581526","0,53","0,379","0,752","0,522","-0,79653","79,4791","78,36738","1,707551","0,275334","909,8986","0,054947"
1301001,130100,13,AMAZONAS,"-66,896635","-4,881666",269,"265,8925881","1,011688","0,549","0,416","0,745","0,534","-0,82036","79,69924","76,70666","0,236742",0,"1069,857","0,041272"
1301100,130110,13,AMAZONAS,"-60,36381","-3,822447",290,"393,0892184","0,737721","0,557","0,431","0,779","0,515","-0,83565","76,51083","77,48332","2,986426","0,116956","859,4945","0,015275"
1301159,130115,13,AMAZONAS,"-59,826314","-3,197397",114,"327,3897461","0,348184","0,568","0,45","0,779","0,523","-0,83863","76,70026","75,37236","1,42114","0,21452","867,9448","0,029382"
1301209,130120,13,AMAZONAS,"-63,142184","-4,084219",771,"807,2047584","0,955137","0,586","0,425","0,78","0,606","-0,69782","76,58798","65,14617","1,298704","0,353992","1637,275","0,029284"
1301308,130130,13,AMAZONAS,"-62,06343","-3,843046",163,"252,995449","0,644261","0,563","0,421","0,775","0,546","-0,79625","78,07271","77,72122","0,760267","0,342591","1210,95","0,022449"
1301407,130140,13,AMAZONAS,"-69,86629","-6,667353",378,"317,5822566","1,190267","0,563","0,431","0,756","0,548","-0,81187","80,66128","74,80805","0,251797",0,"1150,594","0,04299"
1301506,130150,13,AMAZONAS,"-70,030413","-7,439818",125,"153,9540484","0,811923","0,509","0,349","0,727","0,521","-0,82004","83,91369","80,20262","0,655199","0,368387","995,331","0,064879"
1301605,130160,13,AMAZONAS,"-66,096503","-2,512271",180,"239,30488","0,752164","0,53","0,4","0,719","0,518","-0,82084","82,15394","78,16191","0,802502","0,232701","1137,427","0,027095"
1301654,130165,13,AMAZONAS,"-72,582431","-7,547774",96,"136,6654374","0,702436","0,532","0,387","0,762","0,51","-0,84172","83,38088","82,5881","1,459054","0,176863","1085,711","0,041131"
1301704,130170,13,AMAZONAS,"-63,026698","-7,512225",398,"528,7615013","0,75267","0,605","0,451","0,791","0,621","-0,64219","74,17976","65,29064","5,844167","0,24772","1520,943","0,058866"
1301803,130180,13,AMAZONAS,"-71,694418","-7,05098",139,"206,6457067","0,672634","0,481","0,302","0,772","0,476","-0,88265","84,59302","86,312","0,164983","0,10958","944,6539","0,049517"
1301852,130185,13,AMAZONAS,"-60,193388","-3,281054",603,"500,8510447","1,203992","0,613","0,476","0,799","0,607","-0,67797","74,9343","63,06519","7,482605","0,123187","1433,427","0,051591"
1301902,130190,13,AMAZONAS,"-58,440175","-3,140379",941,"1062,6908","0,885452","0,644","0,534","0,811","0,618","-0,57233","69,73359","59,6277","3,605276","0,750084","1661,744","0,044862"
1301951,130195,13,AMAZONAS,"-68,247917","-6,437799",51,"77,77330082","0,655746","0,477","0,266","0,772","0,529","-0,94218","90,94212","90,12351","0,447719","0,405072","912,4621","0,025084"
1302009,130200,13,AMAZONAS,"-58,034546","-2,741843",73,"102,7360881","0,710551","0,654","0,594","0,792","0,594","-0,63145","67,18197","70,12197","4,892788","0,361573","1702,476","0,04514"
1302108,130210,13,AMAZONAS,"-66,996903","-1,880845",34,"66,15622749","0,51393","0,522","0,345","0,748","0,552","-0,87848","85,46346","80,07476","0,595009",0,"1444,81","0,009812"
1302207,130220,13,AMAZONAS,"-66,063042","-3,47489",64,"103,6181833","0,617644","0,522","0,376","0,704","0,538","-0,8545","85,25847","76,64099","0,228114",0,"1253,65","0,032489"
1302306,130230,13,AMAZONAS,"-66,771328","-2,744646",161,"172,6905093","0,9323","0,516","0,34","0,766","0,528","-0,84474","85,4736","83,26367","0,295226","0,17161","1527,75","0,030032"
1302405,130240,13,AMAZONAS,"-64,794773","-7,261947",321,"424,0677845","0,756929","0,531","0,374","0,744","0,538","-0,80726","82,56074","73,56222","1,731848","0,090267","1074,818","0,043795"
1302504,130250,13,AMAZONAS,"-60,620589","-3,298278",1017,"984,3417875","1,033189","0,614","0,481","0,795","0,604","-0,6343","73,71453","62,07966","4,141195","0,817535","1670,328","0,0399"
1302553,130255,13,AMAZONAS,"-60,458881","-3,42908",127,"269,5830467","0,471076","0,596","0,51","0,748","0,556","-0,80302","75,5704","74,36734","1,228805",0,"1213,958","0,035237"
1302603,130260,13,AMAZONAS,"-60,023335","-3,134691",29101,"22498,02823","1,296355","0,737","0,658","0,826","0,738","-0,18461","51,77988","37,75655","26,89577","1,981604","3010,417","0,069121"
1302702,130270,13,AMAZONAS,"-61,299248","-5,813205",323,"541,1945632","0,596785","0,582","0,456","0,747","0,58","-0,69551","77,25951","68,73907","2,363967","0,087599","1583,492","0,065175"
1302801,130280,13,AMAZONAS,"-65,574284","-1,866437",62,"162,442134","0,381662","0,498","0,348","0,763","0,466","-0,90482","83,36697","86,78968","0,113131",0,"849,7007","0,026652"
1302900,130290,13,AMAZONAS,"-57,715034","-3,386428",499,"575,4416367","0,867138","0,588","0,464","0,8","0,549","-0,78493","77,22749","76,57894","0,477745","0,321042","1232,697","0,032275"
1303007,130300,13,AMAZONAS,"-56,71677","-2,188984",105,"220,1283095","0,476976","0,586","0,503","0,779","0,513","-0,84733","75,09654","79,73443","0,654169","0,099799","890,3453","0,019262"
1303106,130310,13,AMAZONAS,"-59,093074","-3,887593",210,"330,5100264","0,635356","0,558","0,412","0,78","0,541","-0,80174","79,76342","75,88396","0,609886","0,374801","1230,137","0,017386"
1303205,130320,13,AMAZONAS,"-60,948811","-2,623432",125,"173,9078891","0,71876","0,57","0,434","0,776","0,551","-0,73041","77,69524","70,17851","6,406252","0,427683","1181,118","0,035382"
1303304,130330,13,AMAZONAS,"-60,377046","-5,122669",150,"254,3812887","0,589646","0,554","0,421","0,759","0,532","-0,77976","78,47675","72,55097","1,111476","0,404391","1212,464","0,030918"
1303403,130340,13,AMAZONAS,"-56,736292","-2,627053",907,"1184,798685","0,76546","0,658","0,605","0,8","0,589","-0,58746","65,7814","66,65519","1,593281","1,356629","1564,904","0,032262"
1303502,130350,13,AMAZONAS,"-67,002097","-7,714044",105,"179,4052516","0,585253","0,496","0,317","0,724","0,531","-0,8312","84,10794","81,07378","0,869008","0,171742","1171,516","0,064452"
1303536,130353,13,AMAZONAS,"-60,025647","-2,058429",319,"343,8487218","0,927726","0,647","0,538","0,802","0,627","-0,56057","67,86347","51,67566","12,50903","0,414119","1479,851","0,042212"
1303569,130356,13,AMAZONAS,"-59,704738","-2,693302",229,"312,4648525","0,732862","0,611","0,493","0,785","0,59","-0,6267","69,80442","60,58859","8,48558","0,317549","1411,459","0,009903"
1303601,130360,13,AMAZONAS,"-65,020023","-0,416695",109,"184,4790511","0,590838","0,479","0,323","0,737","0,461","-0,90515","81,76783","85,17397","1,52262",0,"912,4437","0,0111"
1303700,130370,13,AMAZONAS,"-67,946485","-3,107486",145,"231,0325966","0,627599","0,49","0,353","0,759","0,438","-0,90546","84,05391","87,21977",0,"0,144845","756,6677","0,018843"
1303809,130380,13,AMAZONAS,"-67,083643","-0,136463",551,"445,6784422","1,236361","0,609","0,476","0,777","0,61","-0,77868","74,24527","76,5044","5,324517",0,"1228,71","0,027779"
1303908,130390,13,AMAZONAS,"-68,944853","-3,46651",211,"324,082848","0,651044","0,521","0,386","0,78","0,471","-0,87729","80,3041","85,11258",0,0,"923,3195","0,023835"
1303957,130395,13,AMAZONAS,"-57,870346","-2,570153",45,"117,1798033","0,384016","0,577","0,464","0,739","0,561","-0,77747","75,95547","73,21838","0,278639",0,"1709,958","0,020953"
1304005,130400,13,AMAZONAS,"-58,214801","-2,836427",58,"98,93920213","0,586211","0,632","0,584","0,791","0,546","-0,74359","69,83659","72,92253","1,534294","0,146846","1208,87","0,034937"
1304062,130406,13,AMAZONAS,"-69,946244","-4,231884",585,"552,0831236","1,059635","0,616","0,505","0,769","0,602","-0,59693","71,20871","70,70745","2,558731","0,887144","1509,02","0,042588"
1304104,130410,13,AMAZONAS,"-63,187095","-5,624224",150,"199,7851874","0,750794","0,502","0,355","0,694","0,512","-0,85233","83,42596","77,06988","0,58631",0,"998,5234","0,039113"
1304203,130420,13,AMAZONAS,"-64,70842","-3,348372",540,"653,4129686","0,826399","0,639","0,511","0,801","0,637","-0,5999","73,02944","62,26314","2,587338","1,101302","1879,078","0,031826"
1304237,130423,13,AMAZONAS,"-67,776482","-2,861091",71,"164,5939149","0,431351","0,548","0,416","0,779","0,508","-0,85334","81,02368","78,41695",0,0,"1277,789","0,003942"
1304260,130426,13,AMAZONAS,"-65,155346","-2,983609",65,"115,8686366","0,560971","0,527","0,378","0,724","0,535","-0,8487","84,19318","80,14093",0,"0,233151","1207,208","0,028892"
1304302,130430,13,AMAZONAS,"-57,759828","-2,536612",109,"199,4754746","0,546417","0,62","0,575","0,754","0,551","-0,7326","69,73178","75,54851","0,639678","0,21083","1175,014","0,040876"
1304401,130440,13,AMAZONAS,"-58,159641","-3,134633",118,"204,550279","0,576859","0,588","0,487","0,776","0,538","-0,76831","75,30745","73,90247",0,"0,336571","1364,829","0,013914"
1400027,140002,14,RORAIMA,"-61,42059","3,652118",156,"105,9297653","1,472698","0,484","0,319","0,815","0,437","-0,84584","86,04703","85,80305","7,87655","0,602098","511,7706","0,019246"
1400050,140005,14,RORAIMA,"-61,314022","2,993823",270,"188,6798201","1,431034","0,542","0,379","0,813","0,518","-0,76611","81,73526","77,949","7,117357","0,177324","810,1714","0,03228"
1400100,140010,14,RORAIMA,"-60,670533","2,816682",3996,"3369,082241","1,186327","0,752","0,708","0,816","0,737","-0,14075","51,68845","34,78856","24,17876","1,555276","2953,497","0,062424"
1400159,140015,14,RORAIMA,"-59,878007","3,350289",153,"127,5663445","1,199386","0,626","0,509","0,809","0,597","-0,65353","76,77901","73,17508","9,286318","0,424765","1783,888","0,027648"
1400175,140017,14,RORAIMA,"-60,602063","2,607666",183,"194,6811886","0,939995","0,619","0,509","0,803","0,581","-0,68262","75,60169","69,85855","7,805209","0,109532","1136,036","0,017433"
1400209,140020,14,RORAIMA,"-61,149177","1,803871",247,"231,9185061","1,065035","0,624","0,518","0,78","0,601","-0,63464","72,35386","63,50225","7,902366","0,342882","1315,524","0,035577"
1400233,140023,14,RORAIMA,"-59,69481","0,872675",89,"104,6081856","0,850789","0,639","0,549","0,791","0,6","-0,57579","72,37069","62,14053","3,91475","0,095082","1272,328","0,046257"
1400282,140028,14,RORAIMA,"-61,052259","2,168215",103,"113,4993276","0,907491","0,582","0,434","0,81","0,56","-0,69083","77,4421","68,55227","7,0061",0,"1070,358","0,03867"
1400308,140030,14,RORAIMA,"-60,911519","2,479772",210,"202,3344469","1,037888","0,665","0,547","0,813","0,661","-0,57616","72,6463","62,55509","8,520802","0,264532","1582,583","0,02979"
