MUNIC_CODE7,MUNIC_CODE6,FU,FU_NAME,LONG,LAT,OBSERVED,EXPECTED,RR_PREV,HDI,HDI_educ,HDI_long,HDI_inc,GeoSES,GeoSESed,GeoSESpv,GeoSESdp,GeoSESwl,GeoSESin,GeoSESsg
3112901,311290,31,MINAS GERAIS,"-42,271988","-20,17089",151,"147,1231734","1,026352","0,615","0,471","0,809","0,609","-0,55163","78,9671","59,05836","19,87214","0,473722","1144,513","0,091729"
3113008,311300,31,MINAS GERAIS,"-41,698307","-17,192904",385,"334,6905338","1,150336","0,558","0,405","0,781","0,549","-0,76124","82,60579","72,02425","8,099424","0,18553","987,3924","0,026328"
3113107,311310,31,MINAS GERAIS,"-43,739466","-20,870219",46,"60,06654695","0,765814","0,634","0,533","0,807","0,593","-0,57173","74,05747","51,07749","20,49505",0,"1258,382","0,065351"
3113206,311320,31,MINAS GERAIS,"-43,805475","-20,954369",459,"399,5667069","1,148767","0,697","0,622","0,821","0,663","-0,31312","64,26832","40,4013","32,32668","0,288932","1742,022","0,136559"
3113305,311330,31,MINAS GERAIS,"-42,032225","-20,732551",671,"588,4639691","1,140288","0,695","0,573","0,837","0,699","-0,29919","65,09818","30,89234","21,24396","1,670991","1953,061","0,111972"
3113404,311340,31,MINAS GERAIS,"-42,143707","-19,789635",1367,"1409,587267","0,969774","0,706","0,603","0,836","0,697","-0,29934","64,48195","36,0441","25,35304","1,20708","2012,629","0,096644"
3113503,311350,31,MINAS GERAIS,"-43,01446","-17,530246",145,"145,5054404","0,996526","0,638","0,529","0,796","0,617","-0,51882","72,12843","52,11403","15,49956","0,380111","1277,56","0,075693"
3113602,311360,31,MINAS GERAIS,"-45,687677","-22,038085",115,"110,2948711","1,042661","0,683","0,581","0,824","0,666","-0,26659","68,1337","31,76292","35,76682","0,769282","1727,988","0,149189"
3113701,311370,31,MINAS GERAIS,"-40,7674","-17,703331",355,"354,9199057","1,000226","0,648","0,513","0,826","0,641","-0,57768","71,46332","51,09098","11,67253","0,86076","1433,941","0,039447"
3113800,311380,31,MINAS GERAIS,"-43,14584","-19,087086",45,"41,70347273","1,079048","0,65","0,54","0,805","0,631","-0,50292","73,28522","45,92449","20,78292","0,40497","1367,412","0,079689"
3113909,311390,31,MINAS GERAIS,"-45,224623","-21,46106",204,"193,3161437","1,05527","0,655","0,523","0,801","0,672","-0,37121","70,60226","31,16967","28,2679","0,621119","1905,398","0,088972"
3114006,311400,31,MINAS GERAIS,"-44,868383","-20,55921",144,"198,7803396","0,724405","0,689","0,572","0,84","0,68","-0,34251","69,09539","24,89045","25,0659","0,373282","1839,647","0,107407"
3114105,311410,31,MINAS GERAIS,"-45,132763","-22,118127",210,"219,4492028","0,956938","0,682","0,562","0,845","0,668","-0,33914","70,13462","35,82163","21,85175","1,060498","1940,082","0,134533"
3114204,311420,31,MINAS GERAIS,"-44,771478","-20,186094",255,"339,7006718","0,75064","0,71","0,605","0,853","0,695","-0,23839","65,86128","25,22776","28,63653","0,52374","1993,686","0,129784"
3114303,311430,31,MINAS GERAIS,"-46,314289","-18,997289",441,"538,6479605","0,81869","0,705","0,571","0,861","0,713","-0,20516","68,54201","27,74585","36,03909","0,836764","2162,764","0,138631"
3114402,311440,31,MINAS GERAIS,"-46,121965","-20,972997",294,"370,1883649","0,79417","0,733","0,649","0,85","0,715","-0,14249","61,43793","27,55867","36,8206","0,980708","2261,684","0,148144"
3114501,311450,31,MINAS GERAIS,"-44,632528","-20,539642",225,"295,2957338","0,76193","0,7","0,582","0,85","0,694","-0,23605","68,41955","26,42584","29,49656","0,609065","2277,491","0,135124"
3114550,311455,31,MINAS GERAIS,"-50,691427","-19,697326",137,"173,3487515","0,790305","0,741","0,622","0,873","0,749","-0,18456","64,49932","21,82642","33,88563","0,295141","2281,341","0,134325"
3114600,311460,31,MINAS GERAIS,"-44,643609","-21,491626",64,"76,46855953","0,836942","0,725","0,632","0,877","0,687","-0,32136","63,48428","40,11809","34,77121","0,758079","1895,361","0,080899"
3114709,311470,31,MINAS GERAIS,"-45,845639","-21,776073",43,"64,17008337","0,670089","0,724","0,648","0,85","0,688","-0,19501","63,25242","25,72792","31,30395",0,"1944,566","0,179256"
3114808,311480,31,MINAS GERAIS,"-44,466015","-21,996705",105,"90,6765404","1,157968","0,646","0,492","0,82","0,667","-0,40031","75,12619","43,6561","21,16708","0,74412","1702,925","0,157586"
3114907,311490,31,MINAS GERAIS,"-43,931467","-20,793451",29,"40,81254668","0,710563","0,652","0,555","0,823","0,608","-0,41399","69,67806","49,22656","17,88142",0,"1373,122","0,132995"
3115003,311500,31,MINAS GERAIS,"-47,875999","-18,57859",39,"58,00299016","0,672375","0,721","0,604","0,845","0,734","-0,09459","66,09551","18,56557","39,08656","1,856807","2331,336","0,126155"
3115102,311510,31,MINAS GERAIS,"-46,924036","-20,582856",298,"331,0646705","0,900116","0,704","0,576","0,837","0,723","-0,13878","67,69952","21,33434","43,02388","1,290012","2323,795","0,133001"
3115201,311520,31,MINAS GERAIS,"-44,477808","-21,131769",55,"71,18212018","0,772662","0,685","0,59","0,815","0,668","-0,43813","69,7074","35,96754","18,68963","0,249469","1670,683","0,071933"
3115300,311530,31,MINAS GERAIS,"-42,692085","-21,389248",1208,"1297,717317","0,930838","0,751","0,685","0,861","0,718","-0,18468","55,34182","26,77008","23,34273","1,667233","2216,535","0,116846"
3115359,311535,31,MINAS GERAIS,"-43,414806","-20,074893",77,"75,82846422","1,01545","0,684","0,582","0,828","0,665","-0,30818","64,45648","26,88555","37,23828","0,674889","1839,387","0,054994"
3115409,311540,31,MINAS GERAIS,"-43,505059","-20,687088",49,"57,6112433","0,850526","0,6","0,46","0,799","0,588","-0,6355","78,87949","57,65653","12,45186","0,361562","1309,587","0,032421"
3115458,311545,31,MINAS GERAIS,"-41,523127","-17,301081",183,"95,97311079","1,906839","0,54","0,382","0,771","0,534","-0,79887","82,61086","74,92769","9,974583",0,"858,0299","0,013087"
3115474,311547,31,MINAS GERAIS,"-42,963523","-15,357379",93,"82,159333","1,131951","0,621","0,549","0,773","0,563","-0,67962","75,82586","65,56964","4,135668",0,"974,4863","0,022656"
3115508,311550,31,MINAS GERAIS,"-44,931499","-21,979312",364,"401,6985178","0,906141","0,743","0,629","0,848","0,77","-0,10983","56,95615","30,51721","32,6075","2,165892","2794,891","0,12579"
3115607,311560,31,MINAS GERAIS,"-45,712195","-19,147168",16,"24,42419845","0,655086","0,678","0,608","0,801","0,641","-0,42176","69,72492","37,4652","26,74019",0,"1265,822","0,109787"
3115706,311570,31,MINAS GERAIS,"-41,310405","-18,757461",151,"126,1911947","1,196607","0,665","0,54","0,823","0,663","-0,47616","73,37797","51,79406","12,69141","0,921027","2143,142","0,068557"
3115805,311580,31,MINAS GERAIS,"-49,196283","-18,585386",165,"191,0411774","0,863681","0,678","0,558","0,853","0,654","-0,3449","67,40369","32,79338","25,37262","0,683252","1613,713","0,113891"
3115904,311590,31,MINAS GERAIS,"-43,21877","-21,672913",47,"56,55686763","0,831019","0,664","0,512","0,878","0,65","-0,43095","69,91474","40,39786","24,74631","0,828548","1428,006","0,105288"
3116001,311600,31,MINAS GERAIS,"-41,692207","-20,044253",84,"97,04956148","0,865533","0,655","0,561","0,787","0,636","-0,44496","69,53647","43,86185","11,23348","0,206292","1405,728","0,102277"
3116100,311610,31,MINAS GERAIS,"-42,540749","-17,086696",148,"208,1053896","0,711164","0,598","0,469","0,798","0,571","-0,74465","79,67618","58,98735","5,877226","0,179391","1268,941","-0,02538"
3116159,311615,31,MINAS GERAIS,"-45,625584","-15,299809",91,"144,0492265","0,631717","0,635","0,546","0,82","0,573","-0,61648","71,51803","64,86357","11,49387",0,"1281,606","0,052703"
3116209,311620,31,MINAS GERAIS,"-43,059039","-22,003713",71,"54,08566112","1,31274","0,711","0,559","0,868","0,742","-0,31759","68,59338","30,57929","24,3738","1,764121","2323,954","0,071187"
3116308,311630,31,MINAS GERAIS,"-43,367977","-20,905536",105,"112,800932","0,930841","0,579","0,437","0,75","0,592","-0,59893","79,22223","59,28199","5,381335","0,160505","1167,472","0,107769"
3116407,311640,31,MINAS GERAIS,"-47,287761","-20,398376",39,"84,84549925","0,459652","0,698","0,584","0,848","0,687","-0,1846","67,56813","26,17876","37,25545","0,618497","1925,135","0,142095"
3116506,311650,31,MINAS GERAIS,"-44,20871","-17,077685",129,"135,9946548","0,948564","0,67","0,625","0,799","0,601","-0,5897","65,20541","50,2626","9,633906",0,"1192,665","0,028023"
3116605,311660,31,MINAS GERAIS,"-44,768423","-20,444575",397,"413,8690855","0,959235","0,709","0,602","0,846","0,701","-0,14982","65,2141","17,0239","35,30359","0,650168","2265,213","0,139203"
3116704,311670,31,MINAS GERAIS,"-42,805939","-20,85866",134,"128,060849","1,04638","0,669","0,558","0,825","0,649","-0,4099","71,69536","42,55521","19,29282","0,627221","1453,036","0,125932"
3116803,311680,31,MINAS GERAIS,"-42,843655","-18,220405",139,"141,7533598","0,980576","0,583","0,43","0,782","0,59","-0,65083","79,71182","60,15507","9,927769","0,306711","1221,32","0,036761"
3116902,311690,31,MINAS GERAIS,"-49,08143","-19,700215",40,"51,6782394","0,774017","0,697","0,566","0,85","0,703","-0,19059","66,03825","25,82387","34,43179","0,890058","2023,82","0,126968"
3117009,311700,31,MINAS GERAIS,"-41,791132","-16,296595",92,"143,1673566","0,642594","0,593","0,462","0,797","0,566","-0,70979","79,5592","63,21254","5,369057","0,230367","1002,49","0,059749"
3117108,311710,31,MINAS GERAIS,"-46,203127","-21,09662",128,"172,7000872","0,741158","0,691","0,566","0,847","0,688","-0,21189","70,69774","28,64782","34,58387","1,089313","1882,133","0,151947"
3117207,311720,31,MINAS GERAIS,"-45,453679","-22,161176",46,"51,07363581","0,900659","0,668","0,566","0,821","0,642","-0,31636","71,12457","44,29909","30,29173","0,193798","1593,294","0,178616"
3117306,311730,31,MINAS GERAIS,"-48,381874","-19,923114",423,"348,5830495","1,213514","0,712","0,57","0,862","0,734","-0,16216","66,13472","23,76789","34,5356","1,371695","2647,245","0,129253"
3117405,311740,31,MINAS GERAIS,"-41,692449","-19,93078",54,"85,10612487","0,634495","0,676","0,565","0,825","0,664","-0,41681","73,42805","42,58561","11,9282","0,391431","1851,004","0,109459"
3117504,311750,31,MINAS GERAIS,"-43,423436","-19,04519",243,"289,2658859","0,840045","0,634","0,517","0,794","0,622","-0,54222","73,40922","51,89817","14,68814","1,395188","1458,604","0,032207"
3117603,311760,31,MINAS GERAIS,"-44,895876","-19,749056",83,"96,3363771","0,861561","0,7","0,588","0,85","0,687","-0,27945","67,07117","22,96817","22,65197","0,608463","1982,212","0,111313"
3117702,311770,31,MINAS GERAIS,"-45,083769","-21,877666",237,"226,628074","1,04577","0,665","0,522","0,834","0,675","-0,40026","69,75502","40,23132","23,51004","0,852921","1825,039","0,113756"
3117801,311780,31,MINAS GERAIS,"-45,796327","-22,417475",150,"178,8522479","0,838673","0,703","0,618","0,842","0,668","-0,20567","65,40541","26,28529","35,74479","0,689657","1784,839","0,184992"
3117836,311783,31,MINAS GERAIS,"-44,415155","-15,29627",83,"111,0889149","0,747142","0,621","0,544","0,799","0,55","-0,71647","72,76179","68,22346","5,78772",0,"1021,976","0,005763"
3117876,311787,31,MINAS GERAIS,"-43,995596","-19,629948",80,"94,80025463","0,843875","0,747","0,711","0,83","0,706","-0,17737","54,54208","22,53571","32,73776","1,351791","2514,737","0,038864"
3117900,311790,31,MINAS GERAIS,"-46,053662","-22,152561",161,"197,925952","0,813426","0,712","0,626","0,847","0,681","-0,24064","65,12775","27,72418","33,28593","0,123548","1855,017","0,156592"
3118007,311800,31,MINAS GERAIS,"-43,856893","-20,504643",890,"776,410079","1,146345","0,753","0,665","0,877","0,732","-0,12766","55,23489","23,50374","39,04002","1,188479","2767,874","0,068456"
3118106,311810,31,MINAS GERAIS,"-43,687632","-18,816452",70,"82,0208665","0,853438","0,568","0,433","0,746","0,566","-0,72241","78,28988","65,43771","12,42256",0,"917,6797","0,030837"
3118205,311820,31,MINAS GERAIS,"-47,543283","-19,936931",105,"118,4905094","0,886143","0,729","0,618","0,877","0,714","-0,09258","62,07554","19,81118","45,72717","1,524171","2275,1","0,136819"
3118304,311830,31,MINAS GERAIS,"-43,788445","-20,660852",1929,"1987,919884","0,970342","0,761","0,697","0,86","0,736","-0,05078","51,88893","20,64436","38,79028","1,427475","2784,598","0,103142"
3118403,311840,31,MINAS GERAIS,"-41,471974","-19,175623",363,"386,3071883","0,939659","0,662","0,537","0,837","0,646","-0,50379","71,44582","50,18979","15,45318","0,491645","1428,211","0,083014"
3118502,311850,31,MINAS GERAIS,"-45,922251","-22,550465",20,"35,16163406","0,568799","0,673","0,602","0,806","0,627","-0,41549","72,26363","37,53557","21,89366",0,"1361,136","0,170375"
3118601,311860,31,MINAS GERAIS,"-44,066345","-19,943446",9153,"9577,312563","0,955561","0,756","0,697","0,832","0,745","-0,08155","50,49725","20,80507","40,23664","1,266438","2794,92","0,075257"
3118700,311870,31,MINAS GERAIS,"-45,440806","-21,186575",141,"169,7287732","0,830729","0,694","0,601","0,838","0,663","-0,34825","68,29036","40,58412","27,5109","0,380668","1653,082","0,126506"
3118809,311880,31,MINAS GERAIS,"-44,358495","-16,689323",395,"418,1657365","0,944594","0,642","0,57","0,808","0,575","-0,5917","69,90734","64,35918","12,69092","0,869601","1053,758","0,046711"
3118908,311890,31,MINAS GERAIS,"-44,322067","-19,128533",120,"163,0659662","0,735888","0,656","0,558","0,786","0,644","-0,46701","68,26361","42,29346","24,52808",0,"1584,816","0,058666"
3119005,311900,31,MINAS GERAIS,"-45,70053","-21,791208",76,"61,07969061","1,244282","0,66","0,544","0,807","0,654","-0,43704","72,15415","41,8877","27,11244",0,"1635,23","0,101588"
3119104,311910,31,MINAS GERAIS,"-44,456226","-18,363516",456,"417,7123225","1,091674","0,68","0,562","0,842","0,664","-0,44193","65,5839","44,38237","21,52861","0,749036","1693,525","0,043137"
3119203,311920,31,MINAS GERAIS,"-42,283028","-18,618084",114,"177,4973036","0,64225","0,626","0,493","0,811","0,613","-0,60391","74,6597","54,75067","11,54947","0,392684","1258,2","0,041352"
3119302,311930,31,MINAS GERAIS,"-47,201548","-18,473851",408,"513,3036892","0,794823","0,708","0,565","0,86","0,73","-0,13962","66,70806","22,23622","41,64966","1,303085","2249,007","0,140407"
3119401,311940,31,MINAS GERAIS,"-42,624347","-19,525053",1640,"1693,617632","0,968324","0,755","0,696","0,865","0,715","-0,18386","53,76738","27,38525","31,29241","1,130601","2369,672","0,075958"
3119500,311950,31,MINAS GERAIS,"-42,184804","-16,610268",123,"150,8566483","0,815336","0,627","0,543","0,784","0,578","-0,66241","72,0888","65,64433","7,36595","0,306659","1123,116","0,067877"
3119609,311960,31,MINAS GERAIS,"-43,268858","-21,576415",59,"56,37074969","1,046643","0,669","0,565","0,789","0,673","-0,38707","66,91599","30,21814","28,16392","0,497652","1823,361","0,074778"
3119708,311970,31,MINAS GERAIS,"-44,228624","-21,024595",45,"61,19178019","0,735389","0,677","0,563","0,823","0,67","-0,38532","69,39851","43,0587","25,52924","1,07668","1780,999","0,075998"
3119807,311980,31,MINAS GERAIS,"-45,898471","-19,82641",41,"74,24055752","0,552253","0,692","0,575","0,844","0,683","-0,30282","67,43906","31,62131","35,5275","0,44965","1654,737","0,128353"
3119906,311990,31,MINAS GERAIS,"-46,017909","-22,629922",73,"86,69600959","0,842019","0,692","0,592","0,84","0,665","-0,29312","67,01149","28,38853","25,2032","0,228425","1644,046","0,172448"
3119955,311995,31,MINAS GERAIS,"-45,553395","-20,455525",71,"103,3642681","0,686884","0,678","0,597","0,795","0,657","-0,26565","68,15264","25,32378","35,44279",0,"1768,03","0,139015"
3120003,312000,31,MINAS GERAIS,"-42,400138","-19,834785",45,"56,21344748","0,800517","0,632","0,525","0,805","0,596","-0,58502","74,44694","53,05928","10,36182","0,364433","1083,031","0,082405"
3120102,312010,31,MINAS GERAIS,"-43,475349","-18,072059",100,"65,11198141","1,535833","0,659","0,592","0,807","0,6","-0,59677","66,99514","55,0883","21,74181","0,187684","1211,616","-0,00256"
3120151,312015,31,MINAS GERAIS,"-40,914895","-17,237534",94,"95,31163756","0,986238","0,585","0,432","0,799","0,579","-0,75231","79,81081","66,77858","7,474425","0,107211","1065,981","0,041845"
3120201,312020,31,MINAS GERAIS,"-45,518504","-20,875233",143,"200,4922797","0,713231","0,692","0,525","0,859","0,736","-0,23625","71,03175","26,12991","31,47778","0,250141","2680,154","0,134686"
3120300,312030,31,MINAS GERAIS,"-42,859551","-16,712634",59,"68,8426561","0,857024","0,583","0,482","0,795","0,518","-0,75081","75,48227","76,9623","6,389558",0,"802,9325","0,016111"
3120409,312040,31,MINAS GERAIS,"-43,797836","-20,840852",87,"84,40908905","1,030696","0,695","0,626","0,823","0,651","-0,3679","66,94287","38,9242","29,23312",0,"1699,651","0,101109"
3120508,312050,31,MINAS GERAIS,"-45,262809","-22,208321",171,"186,2539128","0,918097","0,668","0,55","0,842","0,645","-0,32992","70,20083","42,28338","26,06631","1,60438","1606,896","0,138936"
3120607,312060,31,MINAS GERAIS,"-44,337837","-20,393292",103,"91,8152554","1,121822","0,651","0,518","0,816","0,653","-0,38412","75,73634","36,84814","23,67271","0,350113","1462,926","0,132165"
3120706,312070,31,MINAS GERAIS,"-46,673393","-18,938647",62,"64,19663026","0,965782","0,696","0,562","0,832","0,72","-0,27182","70,21332","31,57043","26,58842","0,749179","2363,913","0,152289"
3120805,312080,31,MINAS GERAIS,"-44,811023","-21,838951",248,"266,2577854","0,931423","0,695","0,587","0,853","0,671","-0,32838","67,67424","38,78196","28,68324","0,710143","1791,31","0,135933"
3120839,312083,31,MINAS GERAIS,"-41,103126","-18,966642",76,"76,72932886","0,990495","0,627","0,497","0,798","0,621","-0,58785","74,69259","53,59751","12,25993","0,265041","1185,012","0,043022"
3120870,312087,31,MINAS GERAIS,"-41,85598","-15,939327",106,"104,2564842","1,016724","0,585","0,462","0,759","0,571","-0,6854","79,00659","69,94823","10,30097",0,"965,314","0,064866"
3120904,312090,31,MINAS GERAIS,"-44,428399","-18,755481",1185,"1224,553966","0,967687","0,713","0,617","0,851","0,689","-0,33169","62,01631","36,51391","22,84","1,160557","1975,575","0,059226"
3121001,312100,31,MINAS GERAIS,"-43,656715","-18,453303",95,"80,78944984","1,175902","0,616","0,524","0,756","0,59","-0,5698","73,72994","53,88866","24,54057","0,463474","1292,141","0,03361"
3121100,312110,31,MINAS GERAIS,"-45,272596","-22,502009",118,"143,9417685","0,819769","0,669","0,552","0,837","0,649","-0,33532","68,81094","42,71848","28,22407","0,198329","1610,09","0,155184"
3121209,312120,31,MINAS GERAIS,"-46,85818","-20,345846",89,"123,6435535","0,719803","0,74","0,661","0,872","0,702","-0,16033","59,65633","25,46526","32,5856","0,86352","2142,174","0,146377"
3121258,312125,31,MINAS GERAIS,"-47,772971","-19,977473",111,"111,8755874","0,992173","0,639","0,481","0,808","0,672","-0,46619","75,34335","27,93078","30,59319","0,154407","1790,628","0,025293"
3121308,312130,31,MINAS GERAIS,"-42,972069","-21,460204",72,"89,7107658","0,802575","0,68","0,599","0,798","0,657","-0,36194","69,0559","36,751","25,89682","0,766427","1432,287","0,125612"
3121407,312140,31,MINAS GERAIS,"-44,343666","-20,654631",122,"140,7311372","0,866896","0,639","0,536","0,802","0,607","-0,45005","74,70068","50,11415","19,44217","0,109095","1149,099","0,138609"
3121506,312150,31,MINAS GERAIS,"-43,5196","-21,147179",61,"59,00249539","1,033855","0,631","0,503","0,809","0,618","-0,44395","78,01645","50,03657","15,91257","0,735851","1322,664","0,163702"
3121605,312160,31,MINAS GERAIS,"-43,594457","-18,242093",666,"687,0415971","0,969367","0,716","0,632","0,839","0,693","-0,27609","60,05886","42,52323","27,60227","2,285548","2131,827","0,049013"
3121704,312170,31,MINAS GERAIS,"-43,196577","-20,487506",47,"68,75542679","0,683577","0,601","0,464","0,811","0,578","-0,69827","80,74498","64,4835","12,35429","0,53264","986,0877","0,01538"
3121803,312180,31,MINAS GERAIS,"-42,782368","-19,843997",122,"157,637004","0,773921","0,702","0,647","0,821","0,651","-0,48028","65,24195","40,91743","15,80955","0,5587","1671,317","0,048954"
3121902,312190,31,MINAS GERAIS,"-43,011081","-20,99001",78,"56,90675463","1,370673","0,657","0,559","0,785","0,645","-0,45559","71,38665","37,46668","13,07802","0,615012","1543,865","0,094596"
3122009,312200,31,MINAS GERAIS,"-42,147739","-20,612977",399,"315,7390855","1,263737","0,605","0,421","0,823","0,639","-0,52441","77,7873","52,72371","20,08355","0,210125","1301,095","0,102025"
3122108,312210,31,MINAS GERAIS,"-41,483254","-18,773128",94,"88,0347142","1,067763","0,661","0,571","0,811","0,624","-0,5363","70,76476","48,55254","12,22267","0,634624","1279,571","0,086388"
3122207,312220,31,MINAS GERAIS,"-42,62182","-18,80526",106,"108,6283422","0,975803","0,623","0,495","0,812","0,603","-0,54853","74,38539","52,36922","15,14107","0,695753","1316,789","0,046986"
3122306,312230,31,MINAS GERAIS,"-44,893886","-20,142074",3216,"3653,968719","0,880011","0,764","0,702","0,844","0,753","0,024767","51,8014","14,93677","39,13386","1,961276","2935,521","0,12682"
3122355,312235,31,MINAS GERAIS,"-41,340024","-15,72394",93,"81,54612031","1,140463","0,608","0,515","0,723","0,603","-0,66413","75,34981","59,37306","15,09758",0,"1243,364","0,035876"
3122405,312240,31,MINAS GERAIS,"-46,202941","-21,517264",94,"101,1092677","0,929685","0,67","0,57","0,801","0,66","-0,36229","72,27469","30,86939","29,75409","0,185426","1726,406","0,129714"
3122454,312245,31,MINAS GERAIS,"-41,002582","-15,724635",67,"143,4488524","0,467054","0,609","0,489","0,802","0,577","-0,66935","76,02441","61,12582","10,06561",0,"1164,839","0,068724"
3122470,312247,31,MINAS GERAIS,"-46,27145","-16,65075",66,"64,61731171","1,021399","0,673","0,597","0,815","0,627","-0,52029","69,51533","46,21548","17,00065",0,"1333,67","0,030975"
3122504,312250,31,MINAS GERAIS,"-42,110324","-19,379163",103,"99,22641489","1,038031","0,688","0,63","0,784","0,66","-0,39019","67,28417","33,79032","24,80716","0,710836","1630,577","0,082582"
3122603,312260,31,MINAS GERAIS,"-43,261348","-18,96455",78,"78,99510063","0,987403","0,622","0,482","0,819","0,61","-0,611","76,93439","57,54612","12,4434","1,291579","1179,327","0,038162"
3122702,312270,31,MINAS GERAIS,"-42,970873","-20,162205",71,"102,2373062","0,694456","0,709","0,636","0,847","0,661","-0,38505","65,77859","32,14373","20,18534","0,574766","1624,297","0,096171"
3122801,312280,31,MINAS GERAIS,"-45,159169","-22,253674",38,"59,22873651","0,641576","0,687","0,641","0,819","0,617","-0,39958","67,64727","45,60355","20,90427","0,475721","1242,426","0,173792"
3122900,312290,31,MINAS GERAIS,"-42,806934","-21,323875",110,"101,2363857","1,086569","0,701","0,598","0,841","0,684","-0,29265","67,11391","23,18964","22,71384","0,80446","1992,495","0,101691"
3123007,312300,31,MINAS GERAIS,"-44,023047","-21,104088",174,"171,2643705","1,015974","0,686","0,585","0,823","0,671","-0,30401","67,02514","27,08084","26,99328","0,597759","1796,265","0,120704"
3123106,312310,31,MINAS GERAIS,"-42,926722","-19,054262",63,"89,00335595","0,707832","0,636","0,512","0,821","0,612","-0,61117","76,57356","53,86998","11,29981","0,246388","1261,041","0,052498"
3123205,312320,31,MINAS GERAIS,"-45,602656","-19,461629",250,"274,4799094","0,910806","0,719","0,623","0,84","0,71","-0,17869","62,21866","23,1382","35,22877","1,717338","1990,989","0,129235"
3123304,312330,31,MINAS GERAIS,"-43,195195","-20,981273",95,"88,25690281","1,076405","0,629","0,49","0,829","0,613","-0,48703","76,22044","52,82057","17,64382","0,39654","1267,706","0,115722"
3123403,312340,31,MINAS GERAIS,"-45,905197","-20,288451",18,"26,47803023","0,679807","0,692","0,585","0,869","0,652","-0,29602","63,24002","32,63078","32,23637",0,"1442,787","0,156469"
3123502,312350,31,MINAS GERAIS,"-47,611975","-18,433834",25,"39,61576903","0,631059","0,706","0,591","0,847","0,704","-0,14384","65,46842","23,21305","34,37616","1,287415","2016,312","0,151471"
3123528,312352,31,MINAS GERAIS,"-41,794262","-20,207239",83,"112,968718","0,734709","0,645","0,508","0,842","0,626","-0,47443","75,33485","44,09422","15,02025","0,437997","1470,399","0,093461"
3123601,312360,31,MINAS GERAIS,"-45,566434","-21,609313",424,"439,2612431","0,965252","0,685","0,558","0,838","0,688","-0,25381","67,07197","31,46388","33,73655","1,167447","1886,301","0,122657"
3123700,312370,31,MINAS GERAIS,"-42,049842","-19,198103",183,"163,4653019","1,119511","0,644","0,518","0,815","0,632","-0,57148","74,08491","50,72836","15,22241","0,572383","1385,99","0,059331"
3123809,312380,31,MINAS GERAIS,"-43,949415","-17,287753",117,"115,2612851","1,015086","0,655","0,594","0,791","0,599","-0,57525","67,88011","52,63996","13,15029","0,164729","1256,474","0,032096"
3123858,312385,31,MINAS GERAIS,"-42,23236","-19,627783",98,"92,11414227","1,0639","0,634","0,521","0,792","0,617","-0,51791","74,40569","55,07528","12,91706","0,594001","1212,525","0,104174"
3123908,312390,31,MINAS GERAIS,"-44,067082","-20,671357",237,"258,9071875","0,915379","0,672","0,563","0,802","0,673","-0,31645","68,21677","36,41205","29,62232","0,545172","1819,253","0,121353"
3124005,312400,31,MINAS GERAIS,"-42,659367","-20,833507",237,"297,417935","0,796842","0,625","0,46","0,828","0,64","-0,45326","76,55285","42,98235","19,00113","0,341865","1422,315","0,120644"
3124104,312410,31,MINAS GERAIS,"-44,314807","-19,759201",1027,"927,1672779","1,107712","0,671","0,567","0,822","0,649","-0,46302","69,09429","37,72241","25,1625","0,288033","1647,159","0,04336"
3124203,312420,31,MINAS GERAIS,"-41,913935","-20,643708",353,"381,0224871","0,926446","0,663","0,52","0,846","0,663","-0,40989","72,55322","38,44079","23,79217","0,444277","1535,039","0,116067"
3124302,312430,31,MINAS GERAIS,"-42,812982","-14,925272",450,"487,6521733","0,922777","0,627","0,526","0,804","0,582","-0,59848","71,15046","58,70338","6,677992",0,"1177,464","0,066212"
3124401,312440,31,MINAS GERAIS,"-45,954013","-22,047514",71,"89,5553901","0,792801","0,685","0,576","0,847","0,66","-0,20649","70,25711","25,99055","36,41574","0,827981","1653,567","0,180688"
3124500,312450,31,MINAS GERAIS,"-46,016352","-22,463045",159,"205,3887619","0,77413","0,691","0,573","0,848","0,679","-0,25115","70,61712","25,08749","31,31405","0,17105","1871,112","0,174158"
3124609,312460,31,MINAS GERAIS,"-42,458371","-21,742285",49,"47,38964697","1,033982","0,71","0,574","0,867","0,719","-0,33732","68,74555","36,40462","18,29356","1,854483","2412,238","0,110158"
3124708,312470,31,MINAS GERAIS,"-45,792433","-19,520238",62,"72,36823289","0,856727","0,676","0,521","0,875","0,679","-0,36874","73,30329","36,36286","33,41907","0,341013","1698,898","0,100879"
3124807,312480,31,MINAS GERAIS,"-47,688975","-18,741293",101,"131,4431718","0,768385","0,696","0,579","0,84","0,694","-0,26222","66,6982","24,85963","35,46158","0,149606","1983,517","0,124507"
3124906,312490,31,MINAS GERAIS,"-42,192277","-21,097223",155,"196,5843272","0,788455","0,675","0,551","0,846","0,66","-0,39793","67,78166","38,56454","17,22712","0,792224","1496,801","0,113554"
3125002,312500,31,MINAS GERAIS,"-43,507591","-21,541636",99,"61,80447142","1,601846","0,676","0,601","0,823","0,625","-0,49553","66,90842","42,98966","20,33949","0,664778","1425,519","0,065269"
3125101,312510,31,MINAS GERAIS,"-46,322162","-22,85819",455,"487,5938984","0,933143","0,732","0,633","0,849","0,729","-0,02185","59,48614","14,75466","41,74109","1,567639","2573,587","0,15207"
